name
Addalachchenai 344/C
Addalachchenai Central
Bope-Poddala Central 194/C
Bope-Poddala East 46/A
Bope-Poddala East 502/B
Bope-Poddala Ihala
Bope-Poddala Ihala 200/C
Bope-Poddala North 278/A
Bope-Poddala North 670
Bope-Poddala Pahala 207/B
Bope-Poddala Pahala 390
Bope-Poddala Pahala 87/B
Bope-Poddala South
Bope-Poddala West 16
Bope-Poddala West 651
Bope-Poddala West 939/C
Bulathkohupitiya
Bulathkohupitiya 21/A
Bulathkohupitiya Central
Bulathkohupitiya Central 40/A
Bulathkohupitiya Central 445/B
Bulathkohupitiya Central 446/C
Bulathkohupitiya East
Bulathkohupitiya East 873
Bulathkohupitiya East 890/A
Bulathkohupitiya Ihala 226/A
Bulathkohupitiya Ihala 571/A
Bulathkohupitiya Ihala 638/C
Bulathkohupitiya North
Bulathkohupitiya Pahala 368/B
Bulathkohupitiya Pahala 510/A
Bulathkohupitiya Pahala 744
Bulathkohupitiya Pahala 958/C
Bulathkohupitiya South 491/B
Bulathkohupitiya South 61
Bulathkohupitiya West 529
Chankanai
Chankanai 239/C
Chankanai 635
Chankanai 876/B
Chankanai 939/C
Chankanai East 21
Chankanai East 372/C
Chankanai East 843
Chankanai Ihala 661
Chankanai North
Chankanai North 358/B
Chankanai North 504/B
Chankanai North 644/B
Chankanai North 995/B
Chankanai Pahala
Chankanai Pahala 886/C
Chankanai South 337/C
Chankanai South 703/B
Chankanai South 764/C
Chankanai South 769
Chankanai South 95
Chankanai West
Chankanai West 629/C
Chankanai West 732/A
Chavakachcheri
Chavakachcheri 733
Chavakachcheri Central 124/A
Chavakachcheri Central 976/B
Chavakachcheri East 230/C
Chavakachcheri East 405/B
Chavakachcheri East 84/C
Chavakachcheri Ihala
Chavakachcheri North
Chavakachcheri North 213/A
Chavakachcheri North 406
Chavakachcheri North 691
Chavakachcheri Pahala
Chavakachcheri Pahala 207/A
Chavakachcheri South 967/C
Chavakachcheri West 443/C
Chavakachcheri West 603/C
Chavakachcheri West 994/A
Chilaw 151
Chilaw 198/C
Chilaw Central 177/A
Chilaw East
Chilaw Ihala
Chilaw Ihala 34/C
Chilaw Ihala 391/A
Chilaw Ihala 982/A
Chilaw Pahala
Chilaw Pahala 578/B
Chilaw South
Chilaw South 213/C
Chilaw South 484
Chilaw South 763/A
Chilaw West 354
Colombo
Colombo 479/C
Colombo 614/A
Colombo 829/A
Colombo Central
Colombo Central 277/A
Colombo Central 481/C
Colombo Ihala 473
Colombo Ihala 543/C
Colombo Ihala 793/C
Colombo North 878/A
Colombo Pahala
Colombo South 43
Colombo South 54/A
Colombo South 909
Colombo West
Colombo West 528/A
Colombo West 841/C
Colombo West 91/A
Damana
Damana 196/C
Damana Central 460
Damana Central 947/C
Damana Ihala
Damana Ihala 28
Damana Pahala 392/A
Damana Pahala 579
Damana South 140/C
Damana West 995/C
Dambulla
Dambulla 312
Dambulla 974/B
Dambulla Central 391
Dambulla Central 72/C
Dambulla Central 974/A
Dambulla East 175
Dambulla East 352/A
Dambulla Ihala 318/B
Dambulla Ihala 831/B
Dambulla Ihala 993
Dambulla North
Dambulla North 600/B
Dambulla North 981
Dambulla Pahala
Dambulla South
Dambulla South 361
Dambulla South 397/C
Dambulla South 468/B
Dambulla South 526/C
Dambulla South 924
Dambulla South 976
Dambulla West
Dambulla West 430/C
Dambulla West 612/B
Dambulla West 665/A
Dehiowita 50
Dehiowita 537
Dehiowita 682/A
Dehiowita 862/C
Dehiowita Central 448/C
Dehiowita Central 68/C
Dehiowita East
Dehiowita East 161/C
Dehiowita East 204/C
Dehiowita East 634
Dehiowita Ihala 332/B
Dehiowita Ihala 338
Dehiowita Ihala 491/A
Dehiowita Ihala 838/B
Dehiowita North
Dehiowita North 261
Dehiowita Pahala
Dehiowita Pahala 163/C
Dehiowita Pahala 413/A
Dehiowita Pahala 585/C
Dehiowita South
Dehiowita South 730/A
Dehiowita South 943/A
Dehiowita West 730
Dehiowita West 776/A
Dehiowita West 836/B
Dehiwala
Dehiwala 553/A
Dehiwala Central 862/C
Dehiwala Central 887/B
Dehiwala Ihala
Dehiwala Ihala 805/C
Dehiwala North
Dehiwala North 380/B
Dehiwala Pahala 356/B
Dehiwala South 625/A
Dehiwala South 694
Dehiwala West 183/B
Dehiwala West 905/A
Dehiwala West 912/B
Delft Central 772/A
Delft Central 91/B
Delft Central 974
Delft East 374
Delft East 376/B
Delft East 566/A
Delft East 773/C
Delft Ihala 273/C
Delft Ihala 29/B
Delft Ihala 367/A
Delft North
Delft Pahala 174/B
Delft Pahala 218/C
Delft Pahala 512/A
Delft South 26/B
Delft West 533/B
Deraniyagala
Deraniyagala 441/C
Deraniyagala 620/C
Deraniyagala 833/C
Deraniyagala 86/B
Deraniyagala Central
Deraniyagala Central 177
Deraniyagala Central 438/B
Deraniyagala East
Deraniyagala East 266
Deraniyagala East 654/C
Deraniyagala East 818/C
Deraniyagala East 861
Deraniyagala Ihala 12/A
Deraniyagala Ihala 3/B
Deraniyagala Ihala 738/B
Deraniyagala North
Deraniyagala North 435/C
Deraniyagala Pahala 193/C
Deraniyagala Pahala 384/B
Deraniyagala Pahala 76
Deraniyagala South 653
Deraniyagala West
Deraniyagala West 890
Devinuwara
Devinuwara 975
Devinuwara East
Devinuwara East 737/A
Devinuwara East 819/B
Devinuwara East 958/A
Devinuwara Ihala 63/B
Devinuwara North 185
Devinuwara North 355/B
Devinuwara Pahala 709/B
Devinuwara South
Devinuwara South 552/A
Devinuwara South 691/A
Devinuwara South 755/B
Devinuwara West
Devinuwara West 462/A
Devinuwara West 853/B
Dickwella
Dickwella 83
Dickwella Central
Dickwella Central 501
Dickwella Central 869/B
Dickwella Ihala
Dickwella North
Dickwella North 740/C
Dickwella North 833/B
Dickwella Pahala 269/A
Dickwella South 781/C
Dickwella West 310/C
Dickwella West 547/C
Dickwella West 678/B
Dickwella West 733
Dickwella West 819
Dickwella West 858/C
Digadeniya
Digadeniya 312/B
Digadeniya 842/A
Digadeniya Central 328/C
Digadeniya Central 444/C
Digadeniya East 852/A
Digadeniya Ihala
Digadeniya Ihala 798/C
Digadeniya Ihala 942/A
Digadeniya North
Digadeniya Pahala
Digadeniya Pahala 821/C
Digadeniya South 236
Digadeniya South 729/C
Digadeniya West 290/A
Digagala
Digagala 624/C
Digagala Central 840
Digagala East
Digagala East 279/A
Digagala East 940/B
Digagala Ihala 367/C
Digagala Ihala 674/A
Digagala Ihala 828/A
Digagala Ihala 864/B
Digagala North 660
Digagala Pahala
Digagala Pahala 91
Digagala South
Digagala South 251/A
Digagala West 129
Digagala West 406/C
Digagala West 458/B
Digagala West 541
Digagama 862/C
Digagama Central 361/A
Digagama Central 700
Digagama Central 994
Digagama East 180/A
Digagama East 864
Digagama Ihala 107/C
Digagama Pahala
Digagama Pahala 539/B
Digagama Pahala 629/B
Digagama South 308/A
Digagama South 651/B
Digagama South 876
Digagama West 64
Digagama West 690/A
Digagamuwa
Digagamuwa Central 612
Digagamuwa East
Digagamuwa East 810/C
Digagamuwa Ihala 963/C
Digagamuwa North
Digagamuwa North 54/A
Digagamuwa Pahala
Digagamuwa Pahala 85/A
Digagamuwa West 845
Digagedara
Digagedara Central
Digagedara Central 536/A
Digagedara East
Digagedara North
Digagedara Pahala
Digagedara Pahala 339
Digagedara Pahala 618/A
Digagedara West 222
Digagoda 309/A
Digagoda 82/A
Digagoda 871/A
Digagoda Central
Digagoda East 327
Digagoda East 620/B
Digagoda East 777/C
Digagoda Ihala 596/B
Digagoda Ihala 62/A
Digagoda North 138/C
Digagoda North 255
Digagoda North 939/B
Digagoda Pahala
Digagoda Pahala 394/A
Digagoda South
Digagoda South 882/A
Digagoda West
Digahena Central 210/C
Digahena East 849/C
Digahena Ihala
Digahena North 217/B
Digahena South
Digahena West 714/C
Digakaduwa 465
Digakaduwa Central
Digakaduwa East 134/B
Digakaduwa Ihala
Digakaduwa Ihala 420/B
Digakaduwa Ihala 871/A
Digakaduwa Pahala 24/A
Digakaduwa Pahala 320
Digakaduwa Pahala 556
Digakaduwa South 374/A
Digakaduwa South 580/C
Digakaduwa South 779/B
Digakaduwa South 954/C
Digakaduwa West 238
Digakanda
Digakanda 501
Digakanda 531/C
Digakanda 907/B
Digakanda Central
Digakanda East 517
Digakanda Ihala 376
Digakanda Ihala 521
Digakanda North
Digakanda Pahala
Digakanda South
Digakumbura 206
Digakumbura East 492/B
Digakumbura Ihala
Digakumbura North
Digakumbura North 58
Digakumbura Pahala 741/C
Digakumbura South 731/C
Digakumbura South 890/A
Digakumbura West
Digakumbura West 624
Digamulla Central 172
Digamulla Central 293/A
Digamulla Central 849
Digamulla East 207/B
Digamulla East 677/C
Digamulla Ihala 354/A
Digamulla North 789/A
Digamulla Pahala 63/A
Digamulla South
Digamulla South 390
Digamulla West 358/C
Digamulla West 449/B
Digaoya
Digaoya 654/A
Digaoya Central
Digaoya Central 667/B
Digaoya East 17
Digaoya Ihala
Digaoya Ihala 710/A
Digaoya North 116/A
Digaoya Pahala 108/C
Digaoya Pahala 251
Digaoya Pahala 491
Digaoya Pahala 850
Digaoya South 290/C
Digaoya South 448/A
Digaoya South 587/C
Digaoya West 56
Digapitiya Central 42/A
Digapitiya Central 544
Digapitiya Central 628/B
Digapitiya East 382/B
Digapitiya East 918/A
Digapitiya Ihala
Digapitiya Ihala 120/B
Digapitiya North
Digapitiya North 544/B
Digapitiya North 984/C
Digapitiya Pahala 990/A
Digapitiya West 402
Digapitiya West 471/A
Digapitiya West 779/B
Digapitiya West 88/C
Digapura 768/A
Digapura East
Digapura East 37/B
Digapura East 700/A
Digapura East 792/C
Digapura East 81/A
Digapura Ihala 140/B
Digapura Ihala 781
Digapura North 611/C
Digapura North 763
Digapura North 857/C
Digapura North 87/C
Digapura North 987
Digapura West
Digatota
Digatota 128/B
Digatota Central 755/C
Digatota Central 970/B
Digatota East
Digatota Ihala 38/C
Digatota North
Digatota North 683
Digatota North 847/C
Digatota Pahala 899/A
Digatota South
Digawatta 65/A
Digawatta Central
Digawatta Central 266/A
Digawatta Central 397/C
Digawatta Central 401
Digawatta Central 503/A
Digawatta East
Digawatta East 879/A
Digawatta Ihala 708/C
Digawatta Ihala 951
Digawatta Pahala 202/B
Digawatta Pahala 716/A
Digawatta South 692/C
Digawatta West 289
Digawatta West 591/C
Digawela 55/C
Digawela 593/B
Digawela 72
Digawela 753/A
Digawela 82/B
Digawela Central
Digawela Central 570/B
Digawela East
Digawela East 570/A
Digawela East 785/C
Digawela Ihala 268/B
Digawela Ihala 384/A
Digawela Ihala 66/A
Digawela North 839/C
Digawela Pahala
Digawela Pahala 106/C
Digawela South
Dimbulagala
Dimbulagala Central
Dimbulagala Central 329/A
Dimbulagala Central 721/A
Dimbulagala Central 925/A
Dimbulagala East
Dimbulagala East 815/C
Dimbulagala East 925
Dimbulagala North
Dimbulagala North 872/B
Dimbulagala Pahala 226/A
Dimbulagala Pahala 784
Dimbulagala Pahala 822/C
Dimbulagala South
Dimbulagala West 308
Dimbulagala West 813/C
Divulapitiya Central 296/C
Divulapitiya Central 447/C
Divulapitiya Central 834/A
Divulapitiya Central 917
Divulapitiya East
Divulapitiya Ihala
Divulapitiya Ihala 643/C
Divulapitiya Ihala 780/C
Divulapitiya Ihala 962/C
Divulapitiya North 509
Divulapitiya North 548/B
Divulapitiya North 595/C
Divulapitiya Pahala
Divulapitiya Pahala 412/B
Divulapitiya South
Divulapitiya South 12/A
Divulapitiya South 684/B
Dodangaslanda
Dodangaslanda 610
Dodangaslanda 83
Dodangaslanda 858/B
Dodangaslanda Central 388
Dodangaslanda East 710/C
Dodangaslanda Ihala 270/C
Dodangaslanda Ihala 317
Dodangaslanda Ihala 660
Dodangaslanda North
Dodangaslanda Pahala
Dodangaslanda Pahala 622
Dodangaslanda Pahala 867/B
Dodangaslanda South
Dodangaslanda West
Dodangaslanda West 854/C
Dodangoda 235/A
Dodangoda 308/A
Dodangoda Central 417/A
Dodangoda East 490
Dodangoda East 490/C
Dodangoda East 87/B
Dodangoda Ihala 143
Dodangoda Ihala 155
Dodangoda Ihala 420/B
Dodangoda Ihala 447/A
Dodangoda Ihala 844/A
Dodangoda North 256/C
Dodangoda North 572/B
Dodangoda Pahala
Dodangoda Pahala 394
Dodangoda Pahala 455
Dodangoda South 269/B
Dodangoda South 680/A
Dodangoda South 728
Dodangoda South 983/B
Dompe
Dompe 85
Dompe Central 463
Dompe East
Dompe East 287/B
Dompe East 6
Dompe East 806/C
Dompe Ihala
Dompe Ihala 248/B
Dompe Ihala 444/B
Dompe North 800/C
Dompe Pahala
Dompe Pahala 11/A
Dompe Pahala 591
Dompe Pahala 609/A
Dompe South 855
Dompe West 323/A
Dompe West 781/C
Eheliyagoda
Eheliyagoda 110/B
Eheliyagoda Central
Eheliyagoda Central 563/C
Eheliyagoda Central 787
Eheliyagoda East
Eheliyagoda Ihala
Eheliyagoda Ihala 424
Eheliyagoda Ihala 63/A
Eheliyagoda Ihala 667/B
Eheliyagoda North
Eheliyagoda North 228
Eheliyagoda North 233/B
Eheliyagoda North 263/B
Eheliyagoda North 332/A
Eheliyagoda North 512
Eheliyagoda North 847/C
Eheliyagoda Pahala
Eheliyagoda Pahala 887/C
Eheliyagoda West
Eheliyagoda West 135/A
Elahera
Elahera 151
Elahera 343
Elahera 513
Elahera Central 770
Elahera East
Elahera East 383
Elahera East 530
Elahera Ihala 238/C
Elahera North 599/C
Elahera North 889/B
Elahera North 953/A
Elahera Pahala
Elahera Pahala 164/C
Elahera Pahala 207/A
Elahera Pahala 869
Elahera South
Elahera South 294/A
Elahera South 420/A
Elahera South 7/A
Elahera South 749/A
Elahera West
Elahera West 495
Elpitiya 145
Elpitiya 15/B
Elpitiya 264/B
Elpitiya 38/C
Elpitiya 437/C
Elpitiya Central
Elpitiya East
Elpitiya East 300
Elpitiya East 551/A
Elpitiya East 925/B
Elpitiya Ihala
Elpitiya Ihala 615/A
Elpitiya Ihala 751/A
Elpitiya Ihala 797/B
Elpitiya North 218/B
Elpitiya North 258/A
Elpitiya North 847/A
Elpitiya Pahala 244/C
Elpitiya Pahala 289/C
Elpitiya Pahala 310
Elpitiya Pahala 413/C
Elpitiya Pahala 625/A
Elpitiya South 468/C
Elpitiya West 753/A
Elpitiya West 806/A
Eppawala
Eppawala 662
Eppawala Central
Eppawala Central 417/B
Eppawala Central 64/C
Eppawala Central 727/C
Eppawala Central 922/C
Eppawala East
Eppawala Ihala
Eppawala Ihala 129
Eppawala Ihala 174/C
Eppawala Ihala 299
Eppawala Ihala 456/A
Eppawala Ihala 612/A
Eppawala North 225/C
Eppawala North 403/A
Eppawala Pahala
Eppawala West 250/A
Eppawala West 284/A
Eppawala West 426
Eppawala West 889/C
Eppawala West 948/A
Eravur 329/B
Eravur Central
Eravur Central 153/A
Eravur Central 669/C
Eravur Ihala
Eravur Ihala 2
Eravur Ihala 603/B
Eravur North
Eravur North 217/C
Eravur North 506/C
Eravur North 653/C
Eravur Pahala 853
Eravur South 429/A
Eravur West
Galdeniya 823/B
Galdeniya Central 187/C
Galdeniya Ihala
Galdeniya Ihala 181/B
Galdeniya Ihala 868/C
Galdeniya Ihala 96
Galdeniya North
Galdeniya Pahala
Galdeniya Pahala 105/A
Galdeniya South
Galenbindunuwewa
Galenbindunuwewa Central 100/C
Galenbindunuwewa Central 395/A
Galenbindunuwewa Central 493
Galenbindunuwewa Ihala
Galenbindunuwewa North 323/C
Galenbindunuwewa North 330/C
Galenbindunuwewa North 604
Galenbindunuwewa North 620/B
Galenbindunuwewa Pahala 155
Galenbindunuwewa Pahala 313
Galewela
Galewela Central 742/A
Galewela Central 911/A
Galewela East 214/B
Galewela East 974/A
Galewela Ihala
Galewela North 283/C
Galewela North 780/A
Galewela Pahala 509/B
Galewela South 905/A
Galewela West
Galgala
Galgala 536/C
Galgala 600/B
Galgala Central 717/A
Galgala East
Galgala Ihala
Galgala Ihala 313/B
Galgala North
Galgala North 172
Galgala Pahala 182
Galgala South 308/C
Galgala West 753
Galgama 880/C
Galgama Central
Galgama Central 269/C
Galgama Central 294/A
Galgama Central 890
Galgama Central 931/C
Galgama Ihala 640
Galgama Ihala 738/B
Galgama Ihala 846/B
Galgama North 927/A
Galgama Pahala
Galgama Pahala 833/C
Galgama Pahala 913/C
Galgama West
Galgamuwa
Galgamuwa 184/A
Galgamuwa 19/C
Galgamuwa 80/B
Galgamuwa Central
Galgamuwa Central 417/A
Galgamuwa Central 636
Galgamuwa Central 638/A
Galgamuwa Central 724
Galgamuwa East
Galgamuwa East 359
Galgamuwa East 823/A
Galgamuwa East 978/C
Galgamuwa Ihala 192/A
Galgamuwa Ihala 809/B
Galgamuwa North
Galgamuwa North 968
Galgamuwa Pahala
Galgamuwa Pahala 172/C
Galgamuwa Pahala 332/C
Galgamuwa Pahala 410/A
Galgamuwa Pahala 46
Galgamuwa Pahala 572/B
Galgamuwa Pahala 926/A
Galgamuwa Pahala 991
Galgamuwa South
Galgamuwa South 632/A
Galgamuwa South 822
Galgamuwa West
Galgamuwa West 602/B
Galgedara
Galgedara 138/C
Galgedara Central 544/A
Galgedara Central 592
Galgedara East
Galgedara East 336/C
Galgedara Ihala 171/B
Galgedara North
Galgedara Pahala 185
Galgedara South
Galgedara West 145
Galgedara West 34/C
Galgedara West 439/B
Galgedara West 56/A
Galgoda 976/B
Galgoda Central
Galgoda Central 641/C
Galgoda East 579/C
Galgoda East 660/B
Galgoda North
Galgoda North 161/C
Galgoda Pahala
Galgoda Pahala 812
Galgoda South 817/A
Galgoda West 891/C
Galhena 56/C
Galhena Central
Galhena Central 482
Galhena Central 663/C
Galhena East
Galhena East 439
Galhena East 793/A
Galhena North 649/A
Galhena Pahala
Galhena Pahala 38/C
Galhena Pahala 754/A
Galhena South 65/B
Galhena West 744/C
Galigamuwa
Galigamuwa 313
Galigamuwa 69/B
Galigamuwa Central
Galigamuwa Central 157/B
Galigamuwa Central 171/C
Galigamuwa Central 748/B
Galigamuwa East
Galigamuwa Ihala
Galigamuwa Ihala 81/A
Galigamuwa North
Galigamuwa North 26/C
Galigamuwa North 324/C
Galigamuwa North 34/A
Galigamuwa Pahala
Galigamuwa South
Galigamuwa West
Galigamuwa West 4
Galigamuwa West 443/A
Galkaduwa
Galkaduwa 395/C
Galkaduwa Central 165/A
Galkaduwa Central 425/C
Galkaduwa Central 710
Galkaduwa East 207
Galkaduwa East 420
Galkaduwa East 939/C
Galkaduwa Ihala 402
Galkaduwa Ihala 532/B
Galkaduwa North
Galkaduwa South
Galkaduwa South 49/A
Galkaduwa South 89/C
Galkaduwa West 479
Galkanda Central 179/C
Galkanda East
Galkanda East 62/B
Galkanda East 720
Galkanda Ihala 121/A
Galkanda Ihala 998/B
Galkanda North
Galkanda North 427/B
Galkanda North 704/A
Galkanda Pahala
Galkanda Pahala 99/C
Galkanda West
Galkanda West 243
Galkanda West 639/C
Galkumbura 142/A
Galkumbura 309/A
Galkumbura Central
Galkumbura Central 88
Galkumbura Central 978/A
Galkumbura North
Galkumbura North 131/A
Galkumbura North 859/C
Galkumbura Pahala
Galkumbura Pahala 199/A
Galkumbura Pahala 281/C
Galkumbura Pahala 404/C
Galkumbura Pahala 993/A
Galkumbura South 339
Galkumbura South 413/B
Galkumbura South 792/C
Galkumbura West 780
Galkumbura West 873
Galle
Galle 434/C
Galle 904/C
Galle Central
Galle Central 11/B
Galle Central 659/B
Galle Central 795/C
Galle East
Galle East 146/B
Galle East 608
Galle East 969/C
Galle Ihala 832/B
Galle North
Galle North 433/C
Galle Pahala
Galle Pahala 392/B
Galle South
Galle South 186/A
Galle South 226/C
Galle West
Galle West 135/A
Galle West 198
Galle West 80/C
Galmulla 769
Galmulla East 129/B
Galmulla East 642/B
Galmulla East 732
Galmulla Ihala 247/B
Galmulla Ihala 360/C
Galmulla Pahala
Galmulla South
Galmulla South 240/A
Galmulla South 288/A
Galmulla West 619/B
Galnewa 346
Galnewa 975/C
Galnewa Central
Galnewa Central 162/C
Galnewa Central 873
Galnewa Central 888/A
Galnewa East
Galnewa East 901/C
Galnewa Ihala
Galnewa Ihala 250
Galnewa Ihala 250/A
Galnewa Ihala 459/C
Galnewa Ihala 617/B
Galnewa Ihala 923
Galnewa North
Galnewa North 712
Galnewa Pahala
Galnewa Pahala 185/C
Galnewa Pahala 316/C
Galnewa Pahala 324/C
Galnewa Pahala 37/C
Galnewa Pahala 757/A
Galnewa South 75
Galnewa West
Galnewa West 25/B
Galnewa West 298/C
Galoya Central 599/B
Galoya Central 862
Galoya East
Galoya East 191/B
Galoya North
Galoya North 239
Galoya North 961
Galoya Pahala 75
Galoya South 65/B
Galoya West 829/C
Galpitiya 120/B
Galpitiya 147/C
Galpitiya 686
Galpitiya 913/B
Galpitiya Central 268/B
Galpitiya Central 937
Galpitiya East 295/A
Galpitiya East 605/A
Galpitiya Ihala 351
Galpitiya Pahala 101/A
Galpitiya Pahala 293
Galpitiya Pahala 573/A
Galpitiya South 121/A
Galpitiya West
Galpitiya West 103/C
Galpura 604/B
Galpura 785/C
Galpura East
Galpura Ihala
Galpura North 244
Galpura Pahala
Galpura Pahala 389
Galpura Pahala 397
Galpura Pahala 62/A
Galpura Pahala 857/A
Galpura Pahala 95/A
Galpura South 638/C
Galpura South 962/A
Galpura West
Galpura West 618
Galtota
Galtota 381/A
Galtota 722/B
Galtota 859/B
Galtota Central
Galtota Central 863/A
Galtota Ihala 622
Galtota North
Galtota North 550
Galtota North 881/A
Galtota Pahala 261
Galtota Pahala 382/C
Galtota Pahala 727/A
Galtota South 627/B
Galtota South 93/C
Galtota West 744/C
Galtota West 817/C
Galwatta 252/A
Galwatta 86
Galwatta Central 889/A
Galwatta Central 895/C
Galwatta East
Galwatta Ihala 159
Galwatta North 564/A
Galwatta Pahala
Galwatta Pahala 545/A
Galwatta Pahala 887/A
Galwatta South
Galwatta South 370/A
Galwatta South 401/A
Galwatta South 985/A
Galwatta West
Galwela
Galwela 761/A
Galwela Central
Galwela Central 338/B
Galwela Central 407
Galwela Central 432/C
Galwela East 303/B
Galwela Ihala
Galwela Ihala 677/B
Galwela North 450/A
Galwela North 970/C
Galwela Pahala
Galwela Pahala 172
Galwela Pahala 875/B
Galwela South 703/A
Galwela West 161/B
Gampaha
Gampaha Central
Gampaha Central 387/A
Gampaha Central 662/B
Gampaha East
Gampaha East 562
Gampaha Ihala 51/A
Gampaha Ihala 767/C
Gampaha North
Gampaha North 164/C
Gampaha North 256/A
Gampaha North 865/B
Gampaha North 889
Gampaha Pahala
Gampaha Pahala 262/B
Gampaha Pahala 452/A
Gampaha Pahala 456/B
Gampaha Pahala 711/C
Gampaha South
Gampaha South 37
Gampaha South 442/B
Gampaha South 774/C
Gampaha West
Gampaha West 161
Gampaha West 45/A
Gampaha West 521/A
Gampola 829/C
Gampola 852/A
Gampola Central
Gampola Central 244/B
Gampola Central 936
Gampola Central 985/A
Gampola East 339
Gampola East 948/A
